review_id,order_id,review_score,review_text,keyword_is_complaint,complaint_category
2d1ea46ede4050ef41e09438fba6dbe5,f0670859ef34f8878debeb534fdcd855,1,"O Produto veio correto, porém com defeito. As lentes menores estão trincadas.",True,Product Damage / Defect
e4d0b3e15b3052d7fee6caf62af3f832,cef25f5315693af88f725bab86cd3835,2,achei o protudo bom .porem no tem muita potencia.,True,Product Quality
fa3b5f049af7e677fe8e3b4ed431e248,2cb099a54d7344bfd05b445214be4e7f,3,Empresa cumpriu com o prazo de entrega e produto bem embalado.,True,Late Delivery
fa3b5f049af7e677fe8e3b4ed431e248,2cb099a54d7344bfd05b445214be4e7f,3,Empresa cumpriu com o prazo de entrega e produto bem embalado.,True,Packaging
cd206b8a1fb1b17c4d91b163ad11259c,7d88cc8f8bebb0e650d408c374a62b29,1,Já passou o prazo de entrega e nada de produto.,True,Late Delivery
5878e1f535f15f74f5bb3a81dacedb64,c91ab67852b71357615925883e88cb8f,1,"Cor entregue errada Comprei uma manta lilás e me enviaram uma cor goiaba,odiei a compra,era um presente e acabei nao dando o presente,e joguei no lixo.Que falta de profissionalismo, pelo jeito o vendedor e bem amador.",True,Seller / Service Issue
b1a6979a01d70c35bbf0b19c89959f6a,3323fd4055090e20288b12f59a77e9fb,1,"Compei uma pingente e nunca chegou, comprei dia 06 de janeiro hj é 08 de fervereiro e nada.",True,Product Not Received
b28309e8253951a954123e039d3242f7,8beb59392e21af5eb9547ae1a9938d06,1,Produto não foi entregue. Não foi enviada nota fiscal. Telefone para reclamação não funciona.,True,Product Not Received
b28309e8253951a954123e039d3242f7,8beb59392e21af5eb9547ae1a9938d06,1,Produto não foi entregue. Não foi enviada nota fiscal. Telefone para reclamação não funciona.,True,Product Damage / Defect
728dfb1d28a9ca228ddcce273a1a6cb6,8a6b47967a3590fb66d3b0a503b7e155,1,"NÃO RECOMENDO O PRODUTO VEIO COM DEFEITO E NÃO ME DEVOLVEM O DINHEIRO. CANCELEI O PEDIDO, DEPOIS DO RECEIBIMENTO, DENTRO DOS 2 DIAS UTEIS E ATÉ AGORA NÃO FUI ATENDIDO.",True,Missing Product / Item
728dfb1d28a9ca228ddcce273a1a6cb6,8a6b47967a3590fb66d3b0a503b7e155,1,"NÃO RECOMENDO O PRODUTO VEIO COM DEFEITO E NÃO ME DEVOLVEM O DINHEIRO. CANCELEI O PEDIDO, DEPOIS DO RECEIBIMENTO, DENTRO DOS 2 DIAS UTEIS E ATÉ AGORA NÃO FUI ATENDIDO.",True,Product Damage / Defect
728dfb1d28a9ca228ddcce273a1a6cb6,8a6b47967a3590fb66d3b0a503b7e155,1,"NÃO RECOMENDO O PRODUTO VEIO COM DEFEITO E NÃO ME DEVOLVEM O DINHEIRO. CANCELEI O PEDIDO, DEPOIS DO RECEIBIMENTO, DENTRO DOS 2 DIAS UTEIS E ATÉ AGORA NÃO FUI ATENDIDO.",True,Cancellation / Refund
d82f3388882fd96292f980e2a76c6f4e,da17a7a38c09dce18dcf5af9fdb27e49,3,"Meio satisfeita Fiquei mt satiafeita, mas pensei q era um produto e veio outro. Pq pela foto parecia q era uma colcha e veio no material de lençol. Mas td bem. Nao tem problema. Sempre comprei neste site e confio.",False,No Clear Complaint
6e1d6f7414f5d57fd209e40d2284b5f2,13cde3630a835cffb389eee14cbc0e1a,3,Recebi outro produto pois oque comprei nao consta em estoque. Mas mesmo assim nao tiraram do site.,False,No Clear Complaint
0f7dda01ef285792786f337afc122956,b85f9848a67767d36a4c39d1237b471a,1,Bom dia. Comprei 2 produtos 01 ventilador de teto que ainda não recebi. e um filtro do squime que fui buscar no correio mesmo pagando frete.,True,Product Not Received
0f7dda01ef285792786f337afc122956,b85f9848a67767d36a4c39d1237b471a,1,Bom dia. Comprei 2 produtos 01 ventilador de teto que ainda não recebi. e um filtro do squime que fui buscar no correio mesmo pagando frete.,True,Shipping / Logistics
6b31864d3682f17272275220b58938f0,38aae594eaee5a2935d397fd93ca43c9,1,Vieram faltando 4 frascos!,True,Missing Product / Item
09e543d8be5911076628e46bcf674dfb,b458ffdf7369c1e76ef5ba66155886da,2,O produto veio diferente do anuncio,True,Wrong Product
ea18499b2b2e87e3d5e3eaa2c383e3f9,a2b4be96b53022618030c17ed437604d,1,Produto não entregue Pensei que seria entregue antes do prazo mas nenhuma coisa nenhuma outra,True,Product Not Received
68f04219e1d6468fb32f28f729268d77,39dab0c9ea1c7c66a1a516423f50c97a,3,"Não me atentei as medidas dela realmente, mas achava improvável uma carteira não ter nenhum compartimento onde caiba o documento de identidade...",False,No Clear Complaint
379995ed73e715fadef187a4072685e1,d8f135a040950408cd059c27a623bd97,1,Nao recebi o produto.,True,Product Not Received
db27636ea82d449a9e0d1bea6b419465,a9a93c428c6103f2151bb63a1d32a520,1,MINHA COMPRA NAO CHEGOU!!,True,Product Not Received
58a3b0c6edfc9b86bcd7f6fbe40cd5e4,c82d05a27c07ba92d333b046a6042d32,1,Mandei email não respondi. Produto disse que está entregue. Mas estou pedindo assinatura pra mim ver se alguem pode ter recebido em meu lugar email não é respondido,True,Product Not Received
f36f4991916908b31dc6381bb90d435e,26be48cb41c2beb9e712f1563fefac0a,1,Comprei dois travesseiros e só recebi um. Não consigo falar no canal de atendimento.,True,Seller / Service Issue
6c8b177f124af471dbc0371b7c6304ca,4ccb18585c6005147fbfe3c78a9caf2b,1,"Produto com defeito, após contato com targaryen, aguardando envio de mensagem para troca do mesmo.",True,Product Damage / Defect
6c8b177f124af471dbc0371b7c6304ca,4ccb18585c6005147fbfe3c78a9caf2b,1,"Produto com defeito, após contato com targaryen, aguardando envio de mensagem para troca do mesmo.",True,Seller / Service Issue
